paragraph_id,phrase_idx,syllable_idx,global_syllable_idx,syllable,phone,phone_role,viseme_id,start_frame,end_frame,start_time_ms,end_time_ms,dominance,motion_profile
P002,11,0,189,gai,g,initial,4,1270,1271,50800,50840,0.72,soft_consonant
P002,11,0,189,gai,ai,final,5,1272,1277,50880,51080,0.82,vowel_hold
P002,11,1,190,fang,f,initial,1,1278,1279,51120,51160,1.0,labiodental
P002,11,1,190,fang,ang,final,7,1280,1285,51200,51400,0.82,vowel_hold
P002,11,2,191,fa,f,initial,1,1286,1287,51440,51480,1.0,labiodental
P002,11,2,191,fa,a,final,7,1288,1293,51520,51720,0.82,vowel_hold
P002,11,3,192,zai,ai,final,5,1294,1301,51760,52040,0.82,vowel_hold
P002,11,4,193,dan,d,initial,2,1302,1303,52080,52120,0.62,soft_consonant
P002,11,4,193,dan,an,final,7,1304,1309,52160,52360,0.82,vowel_hold
P002,11,5,194,kuai,k,initial,4,1310,1311,52400,52440,0.72,soft_consonant
P002,11,5,194,kuai,uai,final,5,1312,1317,52480,52680,0.72,vowel_hold
P002,11,6,195,xian,x,initial,5,1318,1319,52720,52760,0.72,soft_consonant
P002,11,6,195,xian,ian,final,7,1320,1325,52800,53000,0.82,vowel_hold
P002,11,7,196,ka,k,initial,4,1326,1327,53040,53080,0.72,soft_consonant
P002,11,7,196,ka,a,final,7,1328,1333,53120,53320,0.82,vowel_hold
P002,11,8,197,shang,sh,initial,2,1334,1335,53360,53400,0.62,soft_consonant
P002,11,8,197,shang,ang,final,7,1336,1341,53440,53640,0.82,vowel_hold
P002,11,9,198,shi,sh,initial,2,1342,1343,53680,53720,0.62,soft_consonant
P002,11,9,198,shi,i,final,5,1344,1349,53760,53960,0.82,vowel_hold
P002,11,10,199,xian,x,initial,5,1350,1351,54000,54040,0.72,soft_consonant
P002,11,10,199,xian,ian,final,7,1352,1357,54080,54280,0.82,vowel_hold
P002,11,11,200,le,l,initial,2,1358,1359,54320,54360,0.62,soft_consonant
P002,11,11,200,le,e,final,4,1360,1365,54400,54600,0.82,vowel_hold
P002,11,12,201,chao,ch,initial,2,1366,1367,54640,54680,0.62,soft_consonant
P002,11,12,201,chao,ao,final,6,1368,1373,54720,54920,0.82,vowel_hold
P002,11,13,202,guo,g,initial,4,1374,1375,54960,55000,0.72,soft_consonant
P002,11,13,202,guo,uo,final,6,1376,1381,55040,55240,0.82,vowel_hold
P002,11,14,203,de,d,initial,2,1382,1383,55280,55320,0.62,soft_consonant
P002,11,14,203,de,e,final,4,1384,1389,55360,55560,0.82,vowel_hold
P002,11,15,204,shi,sh,initial,2,1390,1391,55600,55640,0.62,soft_consonant
P002,11,15,204,shi,i,final,5,1392,1397,55680,55880,0.82,vowel_hold
P002,11,16,205,shi,sh,initial,2,1398,1399,55920,55960,0.62,soft_consonant
P002,11,16,205,shi,i,final,5,1400,1405,56000,56200,0.82,vowel_hold
P002,11,17,206,fang,f,initial,1,1406,1407,56240,56280,1.0,labiodental
P002,11,17,206,fang,ang,final,7,1408,1413,56320,56520,0.82,vowel_hold
P002,11,18,207,zhen,zh,initial,2,1414,1415,56560,56600,0.62,soft_consonant
P002,11,18,207,zhen,en,final,4,1416,1421,56640,56840,0.82,vowel_hold
P002,11,19,208,mian,m,initial,0,1422,1424,56880,56960,1.0,closure
P002,11,19,208,mian,ian,final,7,1425,1429,57000,57160,0.82,vowel_hold
P002,11,20,209,bu,b,initial,0,1430,1432,57200,57280,1.0,closure
P002,11,20,209,bu,u,final,3,1433,1437,57320,57480,0.82,vowel_hold
P002,11,21,210,biao,b,initial,0,1438,1440,57520,57600,1.0,closure
P002,11,21,210,biao,iao,final,6,1441,1445,57640,57800,0.72,vowel_hold
P002,11,22,211,qing,q,initial,5,1446,1447,57840,57880,0.72,soft_consonant
P002,11,22,211,qing,ing,final,4,1448,1453,57920,58120,0.82,vowel_hold
P002,11,23,212,sheng,sh,initial,2,1454,1455,58160,58200,0.62,soft_consonant
P002,11,23,212,sheng,eng,final,4,1456,1461,58240,58440,0.82,vowel_hold
P002,11,24,213,cheng,ch,initial,2,1462,1463,58480,58520,0.62,soft_consonant
P002,11,24,213,cheng,eng,final,4,1464,1469,58560,58760,0.82,vowel_hold
P002,11,25,214,neng,n,initial,2,1470,1471,58800,58840,0.62,soft_consonant
P002,11,25,214,neng,eng,final,4,1472,1477,58880,59080,0.82,vowel_hold
P002,11,26,215,li,l,initial,2,1478,1479,59120,59160,0.62,soft_consonant
P002,11,26,215,li,i,final,5,1480,1484,59200,59360,0.82,vowel_hold
P002,12,0,216,xian,x,initial,5,1495,1496,59800,59840,0.72,soft_consonant
P002,12,0,216,xian,ian,final,7,1497,1501,59880,60040,0.82,vowel_hold
P002,12,1,217,zhu,zh,initial,2,1502,1503,60080,60120,0.62,soft_consonant
P002,12,1,217,zhu,u,final,3,1504,1508,60160,60320,0.82,vowel_hold
P002,12,2,218,ti,t,initial,2,1509,1509,60360,60360,0.62,soft_consonant
P002,12,2,218,ti,i,final,5,1510,1514,60400,60560,0.82,vowel_hold
P002,12,3,219,sheng,sh,initial,2,1515,1515,60600,60600,0.62,soft_consonant
P002,12,3,219,sheng,eng,final,4,1516,1520,60640,60800,0.82,vowel_hold
P002,12,4,220,le,l,initial,2,1521,1521,60840,60840,0.62,soft_consonant
P002,12,4,220,le,e,final,4,1522,1526,60880,61040,0.82,vowel_hold
P002,12,5,221,ji,i,final,5,1527,1532,61080,61280,0.82,vowel_hold
P002,12,6,222,qi,i,final,5,1533,1538,61320,61520,0.82,vowel_hold
P002,12,7,223,ren,r,initial,2,1539,1539,61560,61560,0.62,soft_consonant
P002,12,7,223,ren,en,final,4,1540,1544,61600,61760,0.82,vowel_hold
P002,12,8,224,fu,f,initial,1,1545,1546,61800,61840,1.0,labiodental
P002,12,8,224,fu,u,final,3,1547,1550,61880,62000,0.82,vowel_hold
P002,12,9,225,zhi,zh,initial,2,1551,1551,62040,62040,0.62,soft_consonant
P002,12,9,225,zhi,i,final,5,1552,1556,62080,62240,0.82,vowel_hold
P002,12,10,226,xi,i,final,5,1557,1562,62280,62480,0.82,vowel_hold
P002,12,11,227,wei,w,initial,3,1563,1563,62520,62520,0.72,soft_consonant
P002,12,11,227,wei,ei,final,5,1564,1568,62560,62720,0.82,vowel_hold
P002,12,12,228,ren,r,initial,2,1569,1569,62760,62760,0.62,soft_consonant
P002,12,12,228,ren,en,final,4,1570,1574,62800,62960,0.82,vowel_hold
P002,12,13,229,lei,l,initial,2,1575,1575,63000,63000,0.62,soft_consonant
P002,12,13,229,lei,ei,final,5,1576,1580,63040,63200,0.82,vowel_hold
P002,12,14,230,biao,b,initial,0,1581,1582,63240,63280,1.0,closure
P002,12,14,230,biao,iao,final,6,1583,1586,63320,63440,0.72,vowel_hold
P002,12,15,231,qing,q,initial,5,1587,1587,63480,63480,0.72,soft_consonant
P002,12,15,231,qing,ing,final,4,1588,1592,63520,63680,0.82,vowel_hold
P002,12,16,232,yi,i,final,5,1593,1598,63720,63920,0.82,vowel_hold
P002,12,17,233,shi,sh,initial,2,1599,1599,63960,63960,0.62,soft_consonant
P002,12,17,233,shi,i,final,5,1600,1604,64000,64160,0.82,vowel_hold
P002,12,18,234,xian,x,initial,5,1605,1605,64200,64200,0.72,soft_consonant
P002,12,18,234,xian,ian,final,7,1606,1610,64240,64400,0.82,vowel_hold
P002,12,19,235,zi,i,final,5,1611,1616,64440,64640,0.82,vowel_hold
P002,12,20,236,ran,r,initial,2,1617,1617,64680,64680,0.62,soft_consonant
P002,12,20,236,ran,an,final,7,1618,1622,64720,64880,0.82,vowel_hold
P002,12,21,237,jiao,j,initial,5,1623,1623,64920,64920,0.72,soft_consonant
P002,12,21,237,jiao,iao,final,6,1624,1628,64960,65120,0.72,vowel_hold
P002,12,22,238,hu,h,initial,4,1629,1629,65160,65160,0.72,soft_consonant
P002,12,22,238,hu,u,final,3,1630,1634,65200,65360,0.82,vowel_hold
P002,12,23,239,de,d,initial,2,1635,1635,65400,65400,0.62,soft_consonant
P002,12,23,239,de,e,final,4,1636,1640,65440,65600,0.82,vowel_hold
P002,12,24,240,neng,n,initial,2,1641,1641,65640,65640,0.62,soft_consonant
P002,12,24,240,neng,eng,final,4,1642,1646,65680,65840,0.82,vowel_hold
P002,12,25,241,li,l,initial,2,1647,1647,65880,65880,0.62,soft_consonant
P002,12,25,241,li,i,final,5,1648,1652,65920,66080,0.82,vowel_hold
